image_name,label,shape_width,shape_height,shape_aspect_ratio,shape_area,glcm_contrast,glcm_correlation,glcm_energy,glcm_homogeneity,lbp_bin_0,lbp_bin_1,lbp_bin_2,lbp_bin_3,lbp_bin_4,lbp_bin_5,lbp_bin_6,lbp_bin_7,lbp_bin_8,lbp_bin_9
000011.jpg,0,143.0,68.0,2.1029411764705883,9724.0,17.934541689169986,0.9933838260331634,0.02611590351764452,0.27156974413243584,0.024694892161410017,0.025419613868274578,0.14092213589981445,0.3479207734230055,0.2246637291280149,0.06388421846011128,0.02581821080705008,0.02880768784786643,0.02695964749536179,0.0
000012.jpg,1,321.0,203.0,1.5812807881773399,65163.0,78.91240671762824,0.9388383277949094,0.036224611410991175,0.26703710435801875,0.06035120013914656,0.04643654336734694,0.14378478664192948,0.23600562384044524,0.17230258580705013,0.08792686108534317,0.050658047309833,0.048248347634508366,0.06337691326530615,0.0
000013.jpg,1,98.0,103.0,0.9514563106796117,10094.0,11.804424175459733,0.9941088479097095,0.03404743768643857,0.35658926632202675,0.022774379638218923,0.014838676948051948,0.10185963589981445,0.3475402945269016,0.2555006377551021,0.061456400742114996,0.03542077342300555,0.04435296846011133,0.025347141697588133,0.0
000014.jpg,0,653.0,313.0,2.086261980830671,204389.0,150.44858115361004,0.9602678732387722,0.01644589323189939,0.1562755371757996,0.11363636363636362,0.06752594503710575,0.11887247796846011,0.1618122391001855,0.12184383696660486,0.08336111433209642,0.0663482722634508,0.06763465329313546,0.10805600649350654,0.0
000015.jpg,0,369.0,244.0,1.5122950819672132,90036.0,101.84153320820582,0.9654167797395607,0.01733622197384722,0.1665238813290647,0.07618636943413729,0.05574921730055658,0.1389291512059369,0.24812659438775506,0.15224591256957334,0.07729157003710571,0.05252420570500925,0.04234186572356217,0.06569602272727275,0.0
000016.jpg,0,230.0,120.0,1.9166666666666667,27600.0,54.67302092071358,0.9683847189271009,0.025935371002319338,0.23751563529259456,0.03373579545454545,0.03185151901669758,0.14574153525046382,0.3356186224489796,0.19917164308905388,0.06739911873840441,0.030329603432281988,0.02859027133580706,0.036652800324675334,0.0
000017.jpg,0,41.0,57.0,0.7192982456140351,2337.0,18.190021074941324,0.9872090021181357,0.051971560620462764,0.4705777704879088,0.015672106910946195,0.004982461734693877,0.0762044874768089,0.25745738636363635,0.35217851345083495,0.06129333835807047,0.0434651843692022,0.07658496637291283,0.021252464053803346,0.0
000018.jpg,0,478.0,411.0,1.1630170316301702,196458.0,74.03588373089639,0.9518579098220443,0.03348904026361946,0.22003117011849643,0.12836633232838587,0.057198660714285705,0.10468605055658625,0.15121318413729126,0.11077371289424864,0.07901278409090906,0.0849917381725417,0.07850547889610392,0.11434296730055661,0.0
000019.jpg,0,547.0,419.0,1.305489260143198,229193.0,66.48656748595496,0.9502774806263594,0.0359238416095356,0.21624282616607382,0.13740723562152132,0.060568616651205935,0.09890639494434136,0.13124710111317253,0.10024713010204085,0.08069776205936917,0.08642306354359922,0.08591575834879409,0.1276778467068646,0.0
000020.jpg,0,79.0,50.0,1.58,3950.0,49.472811567270085,0.9645718422006282,0.05538872990332616,0.44469359082366,0.019947964981447124,0.010888943645640074,0.1057731331168831,0.2755210749072356,0.2903053977272728,0.07480939819109458,0.04364636479591835,0.06502565514842303,0.023172976576994443,0.0
000021.jpg,0,74.0,66.0,1.121212121212121,4884.0,37.55875977261323,0.9742699901255822,0.0400895179826441,0.3776774481476457,0.020292207792207792,0.014132073283858997,0.10205893436920221,0.3339517625231911,0.2713176890074212,0.06919280496289422,0.03402568413729126,0.04237810180890539,0.021741651205936928,0.0
000022.jpg,0,76.0,112.0,0.6785714285714286,8512.0,46.73304224073346,0.9686499699979386,0.03940470000788902,0.3634213086170863,0.03690645292207792,0.019422541743970314,0.09357969039888682,0.2940377145176252,0.25546440166975887,0.06618520987940628,0.04447979475881259,0.05866622217068647,0.04034888102968461,0.0
000023.jpg,1,95.0,108.0,0.8796296296296297,10260.0,6.887004528832065,0.9948789106078297,0.042328157530287444,0.42194183151608833,0.025763856679035246,0.013189935064935064,0.09531902249536177,0.2873159206864564,0.2794708082096476,0.07421150278293132,0.042849170918367326,0.06004319341372915,0.030927498840445277,0.0
000024.jpg,0,362.0,226.0,1.6017699115044248,81812.0,71.00637125093229,0.967694087032164,0.020061861121282408,0.18852861328077564,0.0634856215213358,0.05437224605751391,0.15476432050092764,0.237002116187384,0.1694218170222635,0.0834517045454545,0.04426237824675322,0.04301223330241189,0.059318471706864585,0.0
000025.jpg,0,101.0,58.0,1.7413793103448276,5858.0,48.61261443272846,0.9660305886800243,0.038207147598211616,0.32456441136701436,0.020437152133580702,0.016958487940630797,0.11789410366419294,0.35911772379406304,0.24557195037105758,0.06359432977736545,0.029858534322820023,0.03273930310760669,0.022919323979591847,0.0
000026.jpg,0,156.0,88.0,1.7727272727272727,13728.0,58.081001752717896,0.9442998145156143,0.03672516014966367,0.277751143613607,0.03194210923005565,0.027630015074211502,0.13664627782931354,0.32701255217996283,0.22046034322820043,0.07027988752319106,0.03170657467532466,0.029931006493506503,0.03348214285714286,0.0
000027.jpg,0,81.0,53.0,1.528301886792453,4293.0,45.41273382537217,0.9679973712715191,0.04247973953025675,0.3613392796504204,0.019313833487940628,0.013642886131725417,0.10713198631725417,0.349587633348794,0.25870753130797786,0.06759841720779218,0.03157974837662336,0.03998652017625233,0.02154235273654917,0.0
000028.jpg,0,83.0,48.0,1.7291666666666667,3984.0,6.547044243190998,0.9919541932265822,0.04540680440584302,0.42245295230101493,0.01197602620593692,0.006594967532467532,0.09749318761595546,0.33965894596474955,0.286210720083488,0.06910221474953615,0.03286612940630796,0.050005797773654936,0.015182919758812622,0.0
000029.jpg,0,369.0,222.0,1.662162162162162,81918.0,85.88089018372783,0.9378496076508421,0.02198816402858779,0.171617251409375,0.08723837546382189,0.06645698051948051,0.14452762639146566,0.18871753246753245,0.1428064123376624,0.08546280728200367,0.05866622217068643,0.05361128826530614,0.08160366419294994,0.0
000030.jpg,0,270.0,234.0,1.1538461538461537,63180.0,50.42869984781922,0.9604648617513356,0.024455674902816575,0.2157283018716665,0.09301803107606678,0.053810586734693876,0.12617404916512057,0.21015117694805194,0.14347677991651211,0.07980997796846008,0.06977258232838586,0.05547744666048239,0.07740027829313546,0.0
000031.jpg,0,87.0,50.0,1.74,4350.0,8.054832661776906,0.9886872655599868,0.04381530805092415,0.3927004076929228,0.015418454313543599,0.009892451298701298,0.10506652945269015,0.3351837894248608,0.28106519596474966,0.06993564471243038,0.031018089053803325,0.0416171440166976,0.01989361085343229,0.0
000032.jpg,0,58.0,107.0,0.5420560747663551,6206.0,8.440825187695932,0.990891782459012,0.039951761631685935,0.40575275614215234,0.020835749072356212,0.0111788323283859,0.08414019016697587,0.3112679730983302,0.29793309369202237,0.06488071080705006,0.03813847982374766,0.0545896625695733,0.02612621753246754,0.0
000033.jpg,0,64.0,52.0,1.2307692307692308,3328.0,19.288690349013464,0.9882131540732753,0.044481411794760055,0.4125510130342472,0.012718865955473098,0.007464633580705008,0.0975475417439703,0.3270669063079777,0.30034279336734704,0.06602214749536175,0.03451487128942485,0.04862882653061226,0.014784322820037112,0.0
000034.jpg,0,58.0,60.0,0.9666666666666667,3480.0,4.858124382366749,0.9968020595458641,0.04495430673173519,0.4650883603189274,0.012320269016697588,0.005217996289424861,0.08292628130797774,0.3021364795918367,0.3217583198051949,0.06643886247680887,0.03982345779220777,0.06348562152133583,0.014983621289424867,0.0
000035.jpg,0,541.0,310.0,1.7451612903225806,167710.0,86.50532475302316,0.9765111704333599,0.01840500262104914,0.18375982584735606,0.11742303455473097,0.06993564471243043,0.1183470547309833,0.13695428455473097,0.12028568529684605,0.08769132653061221,0.07312442022263448,0.07363172541743973,0.11169773307050097,0.0
000036.jpg,0,379.0,272.0,1.3933823529411764,103088.0,61.373319216047264,0.9845835876323716,0.02896882263858421,0.23162776316936623,0.07995492230983302,0.060713560992578845,0.1414837952226345,0.1864346590909091,0.1470460343228201,0.08372347518552872,0.053393871753246724,0.07522611317254177,0.08111447704081635,0.0
000037.jpg,0,305.0,212.0,1.4386792452830188,64660.0,60.01931513446044,0.9816163845531742,0.037954336230293845,0.2801037289976984,0.05185383812615955,0.042994115259740256,0.14195486433209648,0.23486418715213356,0.17909685180890544,0.07823370825602965,0.04471532931354358,0.08113259508348797,0.05424541975881264,0.0
000038.jpg,0,199.0,149.0,1.3355704697986577,29651.0,46.32966798350802,0.9617098273251621,0.02742963816631199,0.21167170039368213,0.03797541743970315,0.03670715445269017,0.1575363810296846,0.3196385088126159,0.1867607838589982,0.07017117926716138,0.03221387987012986,0.029550527597402607,0.0385370767625232,0.0
000039.jpg,0,126.0,100.0,1.26,12600.0,21.803918981954936,0.9690695821586476,0.0389011639807636,0.31391940921069705,0.023716517857142856,0.021089401669758808,0.12945341488868273,0.3410540352504638,0.2337408685064936,0.06971822820037103,0.027376362476808892,0.03331908047309834,0.029622999768089065,0.0
000040.jpg,0,223.0,171.0,1.304093567251462,38133.0,63.7460971950147,0.9488458980446237,0.025093935186915658,0.1905531547255561,0.04667207792207791,0.046599605751391465,0.16016349721706863,0.28691732374768086,0.1773394016697589,0.07444703733766231,0.03743187615955471,0.03254000463821893,0.046980084647495375,0.0
000041.jpg,0,425.0,274.0,1.551094890510949,116450.0,72.75564633977211,0.9729095679438333,0.02750855079775381,0.23204738838776107,0.09361592648423005,0.06272466372912801,0.13410975185528756,0.16284496753246752,0.13574037569573288,0.09037279684601109,0.061546990955473065,0.07098649118738407,0.09714894480519483,0.0
000042.jpg,0,69.0,78.0,0.8846153846153846,5382.0,31.386007787208563,0.9844216271063132,0.039732373604794174,0.4147488181634517,0.017049078153988866,0.010399756493506492,0.09435876623376623,0.32018205009276435,0.28726156655844165,0.0690478606215213,0.03636291164192948,0.05308586502782933,0.021343054267161415,0.0
000043.jpg,0,90.0,45.0,2.0,4050.0,37.91864916777707,0.9891653601568327,0.03614702365710944,0.3971463036966719,0.015237273886827458,0.008714778525046383,0.09899698515769943,0.3391516407699443,0.2787098504174398,0.0673810006957328,0.033645205241187366,0.04837517393320966,0.018879000463821898,0.0
000044.jpg,0,57.0,42.0,1.3571428571428572,2394.0,30.024982256510167,0.9899644735394975,0.050594976980545076,0.4761318518193921,0.013824066558441558,0.006413787105751391,0.09990288729128013,0.2735099721706864,0.29382029800556597,0.07189239332096471,0.05096605403525044,0.08160366419294994,0.01715778641001856,0.0
000045.jpg,0,197.0,249.0,0.7911646586345381,49053.0,47.554750003952165,0.9750670007541742,0.024718803425625338,0.23845520900604392,0.06024249188311688,0.04043947124304267,0.12249608650278293,0.3036583951762523,0.16699399930426723,0.07352301716140998,0.05187195616883115,0.042142567254174416,0.04772292439703156,0.0
000046.jpg,0,290.0,195.0,1.4871794871794872,56550.0,44.47288320554766,0.9843340400085666,0.021736627763230796,0.22101116757723782,0.05007826994434137,0.04216068529684601,0.15474620245825602,0.28095648770871984,0.17771988056586277,0.07808876391465673,0.03967851345083486,0.036163613172541756,0.04949849257884974,0.0
000047.jpg,0,225.0,234.0,0.9615384615384616,52650.0,40.58530853296466,0.9760590782250474,0.02658809180887216,0.23729620896557127,0.05457154452690167,0.04000463821892393,0.13211676716141002,0.30191906307977734,0.1730273075139147,0.07520799512987009,0.04621912685528755,0.03877261131725419,0.047251855287569595,0.0
000048.jpg,0,225.0,192.0,1.171875,43200.0,36.737880809524235,0.980911121646809,0.023422210722178288,0.2297115963447969,0.043845663265306124,0.04053006145640074,0.14979997680890536,0.30210024350649345,0.18139784322820043,0.07691109114100182,0.03826530612244896,0.034261218692022276,0.04197950487012988,0.0
000049.jpg,0,73.0,81.0,0.9012345679012346,5913.0,11.348353500077755,0.9945036284704662,0.031760217005147244,0.3545912830544161,0.015762697124304267,0.011504957096474953,0.10064572704081633,0.37312297077922074,0.2656648596938776,0.06178252551020406,0.02759377898886826,0.034206864564007435,0.018806528293135442,0.0
000050.jpg,0,64.0,67.0,0.9552238805970149,4288.0,5.851311653806514,0.9957494677215791,0.0393867134109104,0.4333122107562607,0.013425469619666048,0.007881348562152134,0.09571761943413727,0.3202545222634508,0.29613940746753253,0.06854055542671611,0.03706951530612243,0.05308586502782933,0.016976605983302417,0.0
000051.jpg,0,102.0,98.0,1.0408163265306123,9996.0,17.576564668001463,0.9896483173697612,0.03290477920506688,0.3571408489545788,0.02041903409090909,0.015418454313543599,0.10791106215213357,0.35105519480519476,0.25258363288497226,0.06547860621521333,0.03331908047309832,0.040421353200371074,0.022484490955473103,0.0
000052.jpg,0,102.0,100.0,1.02,10200.0,11.640567680399453,0.9924588006536844,0.0331939655646997,0.3700290059752289,0.022067775974025972,0.015019857374768089,0.10557383464749535,0.3401662511595547,0.2547034438775511,0.07047918599257881,0.03147104012059368,0.04313905960111319,0.02647046034322821,0.0
000053.jpg,0,174.0,133.0,1.3082706766917294,23142.0,73.20114619452067,0.9661596929115985,0.02615942625487279,0.23475719361101763,0.03650785598330241,0.031271741651205935,0.141085198283859,0.3380102040816326,0.19533061804267168,0.06734476461038959,0.03243129638218922,0.030257131261595557,0.03685209879406309,0.0
000054.jpg,0,79.0,73.0,1.082191780821918,5767.0,39.45898080094376,0.9863808521691433,0.04093325039496039,0.43691020275358206,0.018987708719851577,0.009892451298701298,0.09970358882189238,0.28613824791280146,0.2965742404916513,0.0726533511131725,0.04002275626159552,0.062434775046382215,0.022683789424860858,0.0
000055.jpg,0,182.0,124.0,1.467741935483871,22568.0,48.698086171695984,0.9686424108675373,0.03008667907085978,0.28956407218098523,0.027503188775510203,0.02272002551020408,0.13599402829313542,0.33714053803339517,0.2247724373840446,0.07013494318181815,0.028590271335807035,0.03143480403525047,0.03080067254174398,0.0
000056.jpg,1,85.0,88.0,0.9659090909090909,7480.0,6.053085401447317,0.995461658200645,0.040149788890699714,0.428278805825301,0.01855287569573284,0.009620680658627086,0.09774684021335805,0.3054883174860853,0.2878413439239333,0.07263523307050089,0.03908061804267159,0.05382870477736551,0.024296295222634517,0.0
000057.jpg,0,213.0,135.0,1.5777777777777777,28755.0,28.6993839646605,0.9795890604620958,0.02593485607657327,0.24577278643459574,0.03377203153988868,0.030565137987012984,0.15077835111317253,0.32851634972170685,0.20015001739332103,0.07038859577922074,0.029242520871985145,0.03009406887755103,0.0355838358070501,0.0
000058.jpg,1,81.0,77.0,1.051948051948052,6237.0,73.90137864188827,0.9776033707537558,0.04334086489387837,0.42486617186922515,0.02435064935064935,0.012972518552875695,0.10566442486085342,0.27880044063079773,0.27229606331168843,0.07384914192949904,0.044298614332096455,0.06714546614100188,0.029713589981447134,0.0
000059.jpg,0,221.0,158.0,1.3987341772151898,34918.0,38.357531728217786,0.974885258900859,0.02341767076937265,0.19802047017152485,0.03656221011131725,0.03877261131725417,0.16818979012059368,0.3106700776901669,0.19210560644712435,0.06975446428571425,0.029967242578849706,0.02657916859925789,0.03648973794063081,0.0
000060.jpg,0,255.0,188.0,1.3563829787234043,47940.0,47.9119864262526,0.9676689448416743,0.023310321491726085,0.17881857273367663,0.04527698863636363,0.04582052991651206,0.16817167207792208,0.2871890943877551,0.18089053803339525,0.07386725997217065,0.033083545918367326,0.030836908627087208,0.043954371521335814,0.0
000061.jpg,0,221.0,115.0,1.9217391304347826,25415.0,63.82962327691486,0.9600810559151305,0.031025618901182335,0.27599750919883026,0.03917120825602968,0.03270306702226345,0.15224591256957326,0.2894176136363636,0.1994615317717997,0.07830618042671611,0.03797541743970314,0.037305049860853444,0.04250492810760669,0.0
000062.jpg,0,198.0,110.0,1.8,21780.0,63.57259686788525,0.9741991909304519,0.052161476284318546,0.32168424980448457,0.03409815630797773,0.02882580589053803,0.14191862824675322,0.28548599837662336,0.19674382537105758,0.0714756783395176,0.03266683093692021,0.08042599141929502,0.037449994202226354,0.0
000063.jpg,0,258.0,182.0,1.4175824175824177,46956.0,58.37969087095207,0.9605211140118662,0.027090072460536248,0.21334543261609482,0.05627464053803339,0.04877377087198515,0.16163105867346936,0.2450284090909091,0.17400568181818188,0.08453878710575136,0.04141784554730981,0.04043947124304268,0.05698124420222636,0.0
000064.jpg,0,266.0,150.0,1.7733333333333334,39900.0,103.63304759116443,0.9227875303788635,0.02790051043110139,0.21363839093506581,0.049335430194805185,0.042070095083487934,0.15967431006493504,0.273201965445269,0.1811441906307978,0.0798280960111317,0.037993535482374746,0.03578313427643786,0.05006015190166977,0.0
000065.jpg,0,174.0,82.0,2.1219512195121952,14268.0,70.58512025805402,0.9756795690532765,0.034850277288207505,0.3266721076554035,0.027956139842300554,0.021198109925788494,0.12544932745825602,0.32579864332096475,0.23046150278293143,0.07227287221706861,0.03362708719851575,0.041435963589981466,0.03089126275510205,0.0
000066.jpg,1,126.0,125.0,1.008,15750.0,31.408806310560905,0.9721680139314814,0.027817890632892934,0.24849928746362737,0.036525974025974024,0.030130304962894247,0.12746043019480519,0.35525858070500926,0.19418918135436,0.06323196892393318,0.03812036178107605,0.031960227272727286,0.03221387987012988,0.0
000067.jpg,1,145.0,137.0,1.0583941605839415,19865.0,26.25968445402696,0.9664982700183087,0.03208754449644115,0.2674312454574218,0.04074747796846011,0.032576240723562154,0.12778655496289423,0.32567181702226344,0.1981751507421151,0.07011682513914654,0.04069312384044525,0.03542077342300558,0.03790294526901671,0.0
000068.jpg,0,123.0,104.0,1.1826923076923077,12792.0,19.601589050152477,0.9802690262841797,0.031194674700220207,0.2857927846065067,0.02926063891465677,0.024096996753246752,0.12457966141001854,0.35223286757884975,0.21872101113172548,0.0654423701298701,0.03161598446196659,0.031163033395176263,0.03197834531539889,0.0
000069.jpg,0,164.0,243.0,0.6748971193415638,39852.0,77.0105022570572,0.9627198941213564,0.020828209229927078,0.19176328095335562,0.06687369550092763,0.045349460807050095,0.13021437268089053,0.294798672309833,0.15971054615027833,0.07281641349721703,0.05265103200371055,0.03679774466604825,0.04987897147495363,0.0
000070.jpg,0,85.0,70.0,1.2142857142857142,5950.0,17.80393199893498,0.990996278274106,0.030877428557829337,0.3444175304731017,0.01569022495361781,0.01286381029684601,0.09448559253246752,0.38431992115027824,0.26193254290352513,0.059916367115027805,0.027630015074211492,0.03422498260667905,0.018027452458256037,0.0
000071.jpg,0,456.0,234.0,1.9487179487179487,106704.0,115.18705248519086,0.9771238337374811,0.018561712146310954,0.1757859543287855,0.07567906423933209,0.05859374999999999,0.14724533279220778,0.22290627898886828,0.1490933731447125,0.08162178223562148,0.05147335923005564,0.049679673005565875,0.07279829545454548,0.0
000072.jpg,0,332.0,156.0,2.128205128205128,51792.0,98.5475564164955,0.952117683243249,0.021168382508286794,0.16127033461716403,0.048502000231910945,0.04868318065862708,0.1751652365491651,0.27648133116883117,0.16905945616883122,0.07625884160482371,0.03630855751391464,0.032757421150278306,0.045874884044526915,0.0
000073.jpg,0,357.0,123.0,2.902439024390244,43911.0,136.50815682158125,0.955835676771323,0.016752183304541667,0.14103323797541514,0.04783163265306122,0.04638218923933209,0.16141364216141,0.3176817602040816,0.16782742926716146,0.07060601229128012,0.037087633348794044,0.02505725301484231,0.035203356910946206,0.0
000074.jpg,0,85.0,50.0,1.7,4250.0,37.93982283530448,0.9900828563688647,0.023062493859846246,0.2840507442230967,0.009656916743970314,0.00954820848794063,0.09539149466604824,0.44967170106679033,0.24756493506493515,0.04413555194805193,0.0186434659090909,0.021868477504638228,0.012610157699443418,0.0
000075.jpg,0,198.0,90.0,2.2,17820.0,61.52691179945769,0.9719148300964175,0.03595785538495643,0.32958255313062235,0.023897698283858997,0.01887900046382189,0.12756913845083487,0.3330458603896103,0.23564326298701307,0.07259899698515766,0.029278756957328372,0.037468112244897975,0.030710082328385912,0.0
000076.jpg,1,113.0,136.0,0.8308823529411765,15368.0,27.251630848125913,0.9744293381088491,0.03137602454739494,0.2812146438204923,0.04351953849721707,0.029532409554730982,0.11149843460111317,0.33612592764378474,0.19797585227272735,0.06763465329313541,0.04404496173469386,0.04014958256029686,0.03860954893320966,0.0
000077.jpg,1,64.0,70.0,0.9142857142857143,4480.0,7.806050220768029,0.9860018061796705,0.045098199808190326,0.39906057615735346,0.017212140538033393,0.011070124072356214,0.09598939007421149,0.328697530148423,0.28584835923005575,0.06549672425788494,0.0356200718923933,0.04781351461038963,0.021343054267161415,0.0
000078.jpg,1,108.0,106.0,1.0188679245283019,11448.0,17.18103693447105,0.979881923769229,0.03471685047092028,0.3087017979458217,0.030148423005565857,0.022955560064935064,0.11742303455473097,0.3448044700834879,0.22133000927643792,0.06604026553803337,0.03696080705009275,0.03652597402597404,0.032902365491651216,0.0
000079.jpg,1,92.0,57.0,1.6140350877192982,5244.0,12.429331104048611,0.9875927256642943,0.04230111020540546,0.36519711066838656,0.014077719155844154,0.011106360157699443,0.1037076762523191,0.36227026321892386,0.2741078675788498,0.0639023365027829,0.028101084183673457,0.033717677411873856,0.01809992462894249,0.0
000080.jpg,1,109.0,68.0,1.6029411764705883,7412.0,11.499940278990774,0.9827135632702172,0.038775843775865876,0.3414126340471267,0.018752174165120594,0.01489303107606679,0.11749550672541743,0.35433456052875695,0.25089865491651214,0.06573225881261592,0.027702487244897947,0.035601953849721715,0.023680281771799636,0.0
000081.jpg,1,82.0,80.0,1.025,6560.0,57.01809331128683,0.9833420493097476,0.03478192523391595,0.3879749223261837,0.018842764378478663,0.012791338126159554,0.09861650626159554,0.32915048121521334,0.2808840155380335,0.06631203617810758,0.03542077342300555,0.04580241187384046,0.021270582096474963,0.0
000082.jpg,0,82.0,97.0,0.845360824742268,7954.0,8.872833929541097,0.9957412991952899,0.03546736512421769,0.394164866061826,0.015092329545454544,0.007899466604823747,0.0870028409090909,0.3571066210575139,0.2854859983766235,0.061546990955473065,0.029804180194805182,0.04665395987940632,0.018498521567718,0.0
000083.jpg,0,72.0,91.0,0.7912087912087912,6552.0,9.303385487736483,0.9967644642151203,0.033892578459409316,0.3976754179341023,0.013117462894248607,0.006975446428571429,0.07576965445269015,0.36602069805194803,0.29675542091836743,0.058956110853432254,0.02993100649350648,0.04451603084415586,0.017049078153988872,0.0
000084.jpg,0,96.0,110.0,0.8727272727272727,10560.0,8.976473243910672,0.995393721352194,0.03331119419584318,0.38399377602493057,0.01614317602040816,0.009421382189239332,0.09464865491651206,0.35699791280148424,0.2729845489332097,0.06392045454545452,0.03105432513914655,0.0432840039424861,0.020636450602968464,0.0
000085.jpg,1,83.0,126.0,0.6587301587301587,10458.0,25.581769575026147,0.9655949198981418,0.03749481868930052,0.30914224998335355,0.039370506725417434,0.02317297657699443,0.09254696196660481,0.340619202226345,0.22602258232838596,0.06359432977736545,0.04482403756957326,0.04259551832096476,0.036344793599257894,0.0
000086.jpg,0,29.0,33.0,0.8787878787878788,957.0,8.639492253370564,0.9943652132118694,0.04938393966488047,0.48412506372847763,0.008008174860853432,0.0030619492115027827,0.07769016697588126,0.27905409322820035,0.3527582908163267,0.058937992810760634,0.0448783916975881,0.07370419758812619,0.010997651901669762,0.0
000087.jpg,0,36.0,24.0,1.5,864.0,19.183993943603415,0.9964076390414467,0.027084032018700945,0.409775005618498,0.007845112476808904,0.004203385899814471,0.0814768378942486,0.35984244550092764,0.31034395292207806,0.05672759160482372,0.0331741361317254,0.04750550788497219,0.007971938775510206,0.0
000088.jpg,1,105.0,105.0,1.0,11025.0,12.007331455237475,0.9821258262776669,0.03943064544914889,0.35481387516601903,0.02965923585343228,0.019893610853432282,0.10727693065862708,0.3213778409090909,0.2425100011595548,0.06957328385899811,0.03940674281076065,0.04594735621521338,0.03344590677179964,0.0
000089.jpg,1,113.0,95.0,1.1894736842105262,10735.0,15.519057802217183,0.9820262139718473,0.0363883800149017,0.32011264726327093,0.02612621753246753,0.020545860389610388,0.11700631957328385,0.3475765306122449,0.2344112360853433,0.06721793831168828,0.03139856794990722,0.03476852388682747,0.030039714749536185,0.0
000090.jpg,1,82.0,80.0,1.025,6560.0,10.011095517167401,0.9827890479744625,0.04307707618711092,0.35970065879390906,0.02020161757884972,0.014965503246753246,0.1080741245361781,0.3441884566326531,0.25800092764378485,0.06497130102040814,0.03340967068645639,0.03987781192022265,0.025401495825602978,0.0
000091.jpg,0,74.0,74.0,1.0,5476.0,7.732605072169783,0.9955758347341752,0.037497595794501196,0.40174324837048275,0.015980113636363636,0.01034540236549165,0.09548208487940629,0.3363071080705009,0.2847793947124305,0.06640262639146564,0.03297483766233765,0.04712502898886829,0.019694312384044534,0.0
